"","totalDelay"
"4488",NA
"4489",7.74596669241483
"4490",2.64575131106459
"4491",10.5830052442584
"4492",NA
"4493",NA
"4494",13.7477270848675
"4495",5.8309518948453
"4496",7.28010988928052
"4497",NA
"4498",1.4142135623731
"4499",3
"4500",NA
"4501",10.4880884817015
"4502",NA
"4503",NA
"4504",NA
"4505",NA
"4506",NA
"4507",NA
"4508",NA
"4509",0
"4510",4
"4511",NA
"4512",NA
"4513",NA
"4514",NA
"4515",NA
"4516",0
"4517",NA
"4518",14.1774468787578
"4519",3
"4520",NA
"4521",3.60555127546399
"4522",NA
"4523",NA
"4524",NA
"4525",NA
"4526",NA
"4527",NA
"4528",NA
"4529",NA
"4530",3
"4531",NA
"4532",5.29150262212918
"4533",NA
"4534",4.89897948556636
"4535",5.19615242270663
"4536",5.74456264653803
"4537",6.40312423743285
"4538",7
"4539",2.44948974278318
"4540",NA
"4541",NA
"4542",8.18535277187245
"4543",NA
"4544",NA
"4545",NA
"4546",5.56776436283002
"4547",NA
"4548",NA
"4549",NA
"4550",NA
"4551",NA
"4552",11.6619037896906
"4553",NA
"4554",NA
"4555",NA
"4556",9.69535971483266
"4557",NA
"4558",NA
"4559",5.19615242270663
"4560",NA
"4561",NA
"4562",3.3166247903554
"4563",NA
"4564",NA
"4565",7.21110255092798
"4566",10.295630140987
"4567",NA
"4568",3.3166247903554
"4569",NA
"4570",1
"4571",NA
"4572",NA
"4573",NA
"4574",NA
"4575",0
"4576",NA
"4577",NA
"4578",1.73205080756888
"4579",NA
"4580",2.23606797749979
"4581",NA
"4582",NA
"4583",NA
"4584",NA
"4585",1
"4586",8.36660026534076
"4587",NA
"4588",NA
"4589",NA
"4590",9.74679434480896
"4591",4.79583152331272
"4592",NA
"4593",NA
"4594",NA
"4595",NA
"4596",2.23606797749979
"4597",2.23606797749979
"4598",NA
"4599",NA
"4600",2.23606797749979
"4601",NA
"4602",0
"4603",NA
"4604",NA
"4605",0
"4606",0
"4607",NA
"4608",0
"4609",NA
"4610",1.73205080756888
"4611",1.4142135623731
"4612",6.08276253029822
"4613",7.74596669241483
"4614",4.58257569495584
"4615",NA
"4616",NA
"4617",NA
"4618",2.82842712474619
"4619",NA
"4620",NA
"4621",NA
"4622",3.87298334620742
"4623",NA
"4624",0
"4625",NA
"4626",NA
"4627",5.74456264653803
"4628",2.44948974278318
"4629",NA
"4630",NA
"4631",4.47213595499958
"4632",NA
"4633",8.83176086632785
"4634",NA
"4635",0
"4636",3.60555127546399
"4637",1
"4638",NA
"4639",2.23606797749979
"4640",2.44948974278318
"4641",8.94427190999916
"4642",11.1803398874989
"4643",0
"4644",NA
"4645",2
"4646",3
"4647",NA
"4648",NA
"4649",NA
"4650",0
"4651",NA
"4652",NA
"4653",2.23606797749979
"4654",NA
"4655",NA
"4656",5.47722557505166
"4657",NA
"4658",6.40312423743285
"4659",NA
"4660",NA
"4661",NA
"4662",NA
"4663",NA
"4664",2.23606797749979
"4665",3.16227766016838
"4666",0
"4667",4.47213595499958
"4668",NA
"4669",5
"4670",NA
"4671",0
"4672",3.87298334620742
"4673",3
"4674",NA
"4675",NA
"4676",NA
"4677",NA
"4678",NA
"4679",NA
"4680",NA
"4681",NA
"4682",NA
"4683",NA
"4684",NA
"4685",NA
"4686",3.16227766016838
"4687",NA
"4688",NA
"4689",NA
"4690",NA
"4691",6.32455532033676
"4692",NA
"4693",4.24264068711928
"4694",NA
"4695",2.64575131106459
"4696",NA
"4697",1.4142135623731
"4698",NA
"4699",NA
"4700",NA
"4701",NA
"4702",7.48331477354788
"4703",NA
"4704",NA
"4705",NA
"4706",NA
"4707",NA
"4708",NA
"4709",NA
"4710",21.4476105895272
"4711",NA
"4712",3.46410161513775
"4713",NA
"4714",5.56776436283002
"4715",NA
"4716",2.23606797749979
"4717",NA
"4718",NA
"4719",NA
"4720",6.78232998312527
"4721",5.3851648071345
"4722",NA
"4723",1
"4724",1.73205080756888
"4725",1.4142135623731
"4726",4.24264068711928
"4727",1.4142135623731
"4728",NA
"4729",2.23606797749979
"4730",NA
"4731",7.28010988928052
"4732",NA
"4733",NA
"4734",NA
"4735",1.73205080756888
"4736",NA
"4737",NA
"4738",NA
"4739",NA
"4740",NA
"4741",2
"4742",NA
"4743",NA
"4744",1.73205080756888
"4745",NA
"4746",15.3948043183407
"4747",16.4924225024706
"4748",12.5299640861417
"4749",NA
"4750",NA
"4751",1.4142135623731
"4752",NA
"4753",NA
"4754",NA
"4755",NA
"4756",NA
"4757",NA
"4758",10.5356537528527
"4759",NA
"4760",6.16441400296898
"4761",NA
"4762",NA
"4763",4.79583152331272
"4764",NA
"4765",NA
"4766",NA
"4767",NA
"4768",3.60555127546399
"4769",NA
"4770",3.3166247903554
"4771",4.24264068711928
"4772",NA
"4773",NA
"4774",1
"4775",NA
"4776",NA
"4777",2
"4778",NA
"4779",NA
"4780",NA
"4781",NA
"4782",NA
"4783",1
"4784",NA
"4785",NA
"4786",8.24621125123532
"4787",8.24621125123532
"4788",NA
"4789",NA
"4790",NA
"4791",NA
"4792",NA
"4793",NA
"4794",NA
"4795",NA
"4796",8.24621125123532
"4797",NA
"4798",NA
"4799",2.44948974278318
"4800",4.12310562561766
"4801",12.0830459735946
"4802",NA
"4803",7.07106781186548
"4804",NA
"4805",NA
"4806",3
"4807",NA
"4808",NA
"4809",NA
"4810",2.23606797749979
"4811",5
"4812",NA
"4813",3.3166247903554
"4814",NA
"4815",NA
"4816",NA
"4817",7.34846922834953
"4818",NA
"4819",3.16227766016838
"4820",NA
"4821",11.2249721603218
"4822",7
"4823",5.09901951359278
"4824",NA
"4825",NA
"4826",NA
"4827",NA
"4828",NA
"4829",NA
"4830",NA
"4831",1.73205080756888
"4832",NA
"4833",NA
"4834",NA
"4835",NA
"4836",1.4142135623731
"4837",2.44948974278318
"4838",NA
"4839",2.44948974278318
"4840",0
"4841",NA
"4842",12.2882057274445
"4843",3.16227766016838
"4844",NA
"4845",5.91607978309962
"4846",NA
"4847",NA
"4848",4.58257569495584
"4849",NA
"4850",NA
"4851",NA
"4852",NA
"4853",NA
"4854",NA
"4855",NA
"4856",NA
"4857",4.58257569495584
"4858",0
"4859",4.89897948556636
"4860",4.47213595499958
"4861",4
"4862",3.87298334620742
"4863",3.3166247903554
"4864",NA
"4865",NA
"4866",NA
"4867",NA
"4868",NA
"4869",9.4339811320566
"4870",2.44948974278318
"4871",NA
"4872",5.65685424949238
"4873",10.816653826392
"4874",5.09901951359278
"4875",NA
"4876",NA
"4877",NA
"4878",NA
"4879",NA
"4880",30.0665927567458
"4881",NA
"4882",2
"4883",1.73205080756888
"4884",NA
"4885",1
"4886",NA
"4887",NA
"4888",1.73205080756888
"4889",NA
"4890",1.4142135623731
"4891",0
"4892",5
"4893",NA
"4894",NA
"4895",2.82842712474619
"4896",NA
"4897",NA
"4898",NA
"4899",NA
"4900",NA
"4901",3
"4902",NA
"4903",1
"4904",NA
"4905",1
"4906",NA
"4907",11.9582607431014
"4908",3.74165738677394
"4909",2.64575131106459
"4910",NA
"4911",2
"4912",6
"4913",NA
"4914",3.87298334620742
"4915",10.816653826392
"4916",NA
"4917",6.6332495807108
"4918",2.64575131106459
"4919",NA
"4920",NA
"4921",NA
"4922",2.44948974278318
"4923",NA
"4924",10.4403065089106
"4925",NA
"4926",NA
"4927",NA
"4928",NA
"4929",1.4142135623731
"4930",NA
"4931",2.64575131106459
"4932",NA
"4933",NA
"4934",NA
"4935",NA
"4936",NA
"4937",NA
"4938",NA
"4939",4.89897948556636
"4940",3.46410161513775
"4941",4.24264068711928
"4942",NA
"4943",3.16227766016838
"4944",NA
"4945",11.1803398874989
"4946",4.79583152331272
"4947",3.3166247903554
"4948",NA
"4949",NA
"4950",NA
"4951",NA
"4952",NA
"4953",NA
"4954",NA
"4955",NA
"4956",NA
"4957",3.16227766016838
"4958",5
"4959",9.21954445729289
"4960",11.2249721603218
"4961",NA
"4962",NA
"4963",NA
"4964",5.3851648071345
"4965",NA
"4966",3.74165738677394
"4967",13.7477270848675
"4968",NA
"4969",NA
"4970",NA
"4971",NA
"4972",NA
"4973",NA
"4974",NA
"4975",NA
"4976",3.60555127546399
"4977",NA
"4978",NA
"4979",NA
"4980",NA
"4981",NA
"4982",3.87298334620742
"4983",NA
"4984",NA
"4985",NA
"4986",NA
"4987",NA
"4988",3.46410161513775
"4989",NA
"4990",NA
"4991",3
"4992",NA
"4993",NA
"4994",NA
"4995",1.73205080756888
"4996",NA
"4997",3.46410161513775
"4998",NA
"4999",8.83176086632785
"5000",8.30662386291807
"5001",NA
"5002",NA
"5003",NA
"5004",8.66025403784439
"5005",NA
"5006",NA
"5007",12.2065556157337
"5008",NA
"5009",NA
"5010",NA
"5011",NA
"5012",NA
"5013",NA
"5014",NA
"5015",7
"5016",NA
"5017",NA
"5018",NA
"5019",NA
"5020",14.0356688476182
"5021",2.82842712474619
"5022",NA
"5023",NA
"5024",NA
"5025",NA
"5026",NA
"5027",2.44948974278318
"5028",NA
"5029",5
"5030",NA
"5031",NA
"5032",7.28010988928052
"5033",14
"5034",4.58257569495584
"5035",NA
"5036",5.8309518948453
"5037",NA
"5038",16.7032930884901
"5039",3.60555127546399
"5040",4.12310562561766
"5041",4.58257569495584
"5042",9.74679434480896
"5043",NA
"5044",NA
"5045",NA
"5046",1.4142135623731
"5047",NA
"5048",12.2065556157337
"5049",NA
"5050",0
"5051",NA
"5052",NA
"5053",4.69041575982343
"5054",3.3166247903554
"5055",5
"5056",NA
"5057",NA
"5058",4.69041575982343
"5059",8.12403840463596
"5060",5.56776436283002
"5061",NA
"5062",10.3440804327886
"5063",NA
"5064",NA
"5065",5.3851648071345
"5066",6.2449979983984
"5067",NA
"5068",1.4142135623731
"5069",NA
"5070",6.08276253029822
"5071",NA
"5072",3.87298334620742
"5073",NA
"5074",4.69041575982343
"5075",NA
"5076",NA
"5077",2.64575131106459
"5078",NA
"5079",2
"5080",NA
"5081",NA
"5082",NA
"5083",4.47213595499958
"5084",NA
"5085",NA
"5086",1.73205080756888
"5087",NA
"5088",11.1803398874989
"5089",NA
"5090",NA
"5091",NA
"5092",NA
"5093",NA
"5094",NA
"5095",2.23606797749979
"5096",5.56776436283002
"5097",NA
"5098",NA
"5099",1.4142135623731
"5100",NA
"5101",NA
"5102",7.54983443527075
"5103",15.9373774505092
"5104",7.54983443527075
"5105",0
"5106",3.87298334620742
"5107",NA
"5108",NA
"5109",NA
"5110",3.3166247903554
"5111",4.47213595499958
"5112",NA
"5113",23.1948270094864
"5114",NA
"5115",NA
"5116",NA
"5117",NA
"5118",0
"5119",NA
"5120",NA
"5121",NA
"5122",NA
"5123",NA
"5124",NA
"5125",NA
"5126",NA
"5127",4.47213595499958
"5128",NA
"5129",2.64575131106459
"5130",NA
"5131",NA
"5132",NA
"5133",4.35889894354067
"5134",NA
"5135",0
"5136",NA
"5137",2
"5138",NA
"5139",7.93725393319377
"5140",3.3166247903554
"5141",NA
"5142",NA
"5143",NA
"5144",3.16227766016838
"5145",1
"5146",NA
"5147",NA
"5148",NA
"5149",3.46410161513775
"5150",NA
"5151",NA
"5152",NA
"5153",NA
"5154",5
"5155",1.4142135623731
"5156",4.12310562561766
"5157",NA
"5158",10.3923048454133
"5159",NA
"5160",NA
"5161",NA
"5162",2.23606797749979
"5163",NA
"5164",NA
"5165",NA
"5166",NA
"5167",NA
"5168",2.64575131106459
"5169",NA
"5170",6.78232998312527
"5171",2
"5172",2.64575131106459
"5173",3.60555127546399
"5174",6
"5175",5.65685424949238
"5176",2.23606797749979
"5177",NA
"5178",NA
"5179",3.3166247903554
"5180",2
"5181",2
"5182",NA
"5183",NA
"5184",NA
"5185",3.46410161513775
"5186",NA
"5187",2.23606797749979
"5188",0
"5189",0
"5190",NA
"5191",1.4142135623731
"5192",NA
"5193",NA
"5194",NA
"5195",NA
"5196",8.30662386291807
"5197",5.91607978309962
"5198",0
"5199",4.12310562561766
"5200",NA
"5201",NA
"5202",2.23606797749979
"5203",7.61577310586391
"5204",10.2469507659596
"5205",2.23606797749979
"5206",NA
"5207",NA
"5208",4.47213595499958
"5209",NA
"5210",NA
"5211",6.32455532033676
"5212",NA
"5213",NA
"5214",2.23606797749979
"5215",NA
"5216",10.816653826392
"5217",5
"5218",NA
"5219",NA
"5220",NA
"5221",NA
"5222",2.23606797749979
"5223",6.78232998312527
"5224",NA
"5225",2.23606797749979
"5226",NA
"5227",3.87298334620742
"5228",NA
"5229",NA
"5230",7.54983443527075
"5231",2.23606797749979
"5232",6.85565460040104
"5233",2.64575131106459
"5234",NA
"5235",NA
"5236",0
"5237",9.1104335791443
"5238",NA
"5239",4.89897948556636
"5240",14.422205101856
"5241",0
"5242",4.79583152331272
"5243",NA
"5244",16.4620776331543
"5245",4.35889894354067
"5246",NA
"5247",0
"5248",NA
"5249",4.69041575982343
"5250",5
"5251",NA
"5252",1
"5253",0
"5254",17.8044938147649
"5255",NA
"5256",9.74679434480896
"5257",NA
"5258",6.48074069840786
"5259",NA
"5260",3
"5261",NA
"5262",NA
"5263",NA
"5264",2
"5265",3.87298334620742
"5266",NA
"5267",11.5758369027902
"5268",NA
"5269",3.60555127546399
"5270",NA
"5271",5.09901951359278
"5272",9.38083151964686
"5273",10.2469507659596
"5274",1.73205080756888
"5275",7.07106781186548
"5276",2.44948974278318
"5277",NA
"5278",NA
"5279",NA
"5280",3.3166247903554
"5281",0
"5282",6.70820393249937
"5283",NA
"5284",1.73205080756888
"5285",NA
"5286",NA
"5287",NA
"5288",NA
"5289",NA
"5290",4.24264068711928
"5291",NA
"5292",11.5758369027902
"5293",NA
"5294",3.16227766016838
"5295",NA
"5296",NA
"5297",NA
"5298",NA
"5299",2.23606797749979
"5300",NA
"5301",7.48331477354788
"5302",2.82842712474619
"5303",NA
"5304",3
"5305",3.46410161513775
"5306",1.4142135623731
"5307",NA
"5308",3
"5309",1
"5310",NA
"5311",NA
"5312",10.4880884817015
"5313",6.92820323027551
"5314",2.64575131106459
"5315",NA
"5316",NA
"5317",NA
"5318",NA
"5319",19.2353840616713
"5320",4.24264068711928
"5321",NA
"5322",1
"5323",2.23606797749979
"5324",NA
"5325",NA
"5326",2.44948974278318
"5327",NA
"5328",4.89897948556636
"5329",20.8086520466848
"5330",NA
"5331",NA
"5332",0
"5333",NA
"5334",NA
"5335",4.47213595499958
"5336",3.16227766016838
"5337",NA
"5338",7.74596669241483
"5339",NA
"5340",NA
"5341",3.3166247903554
"5342",NA
"5343",NA
"5344",NA
"5345",NA
"5346",9.69535971483266
"5347",NA
"5348",NA
"5349",NA
"5350",2.23606797749979
"5351",NA
"5352",3
"5353",3.60555127546399
"5354",2
"5355",NA
"5356",NA
"5357",NA
"5358",NA
"5359",NA
"5360",5.29150262212918
"5361",7.81024967590665
"5362",NA
"5363",5.8309518948453
"5364",NA
"5365",1.4142135623731
"5366",4
"5367",NA
"5368",NA
"5369",19.313207915828
"5370",NA
"5371",NA
"5372",5.74456264653803
"5373",6.6332495807108
"5374",NA
"5375",NA
"5376",2.23606797749979
"5377",NA
"5378",5.56776436283002
"5379",NA
"5380",NA
"5381",6.70820393249937
"5382",NA
"5383",2
"5384",6.08276253029822
"5385",NA
"5386",NA
"5387",NA
"5388",7.28010988928052
"5389",6.40312423743285
"5390",NA
"5391",NA
"5392",NA
"5393",13.5646599662505
"5394",NA
"5395",NA
"5396",3.16227766016838
"5397",NA
"5398",3.16227766016838
"5399",NA
"5400",2.23606797749979
"5401",NA
"5402",NA
"5403",NA
"5404",2
"5405",6.85565460040104
"5406",NA
"5407",NA
"5408",0
"5409",NA
"5410",0
"5411",4.89897948556636
"5412",8.18535277187245
"5413",3.46410161513775
"5414",4.24264068711928
"5415",NA
"5416",2.82842712474619
"5417",NA
"5418",NA
"5419",2.23606797749979
"5420",1
"5421",NA
"5422",NA
"5423",2.82842712474619
"5424",NA
"5425",NA
"5426",7
"5427",2.44948974278318
"5428",NA
"5429",NA
"5430",NA
"5431",NA
"5432",3.87298334620742
"5433",13.6747943311773
"5434",5
"5435",9.9498743710662
"5436",NA
"5437",22.5831795812724
"5438",NA
"5439",1.4142135623731
"5440",NA
"5441",12.0415945787923
"5442",13.6747943311773
"5443",2.44948974278318
"5444",NA
"5445",NA
"5446",NA
"5447",NA
"5448",NA
"5449",NA
"5450",16.2480768092719
"5451",5.09901951359278
"5452",8.18535277187245
"5453",NA
"5454",4.69041575982343
"5455",3.87298334620742
"5456",4.12310562561766
"5457",13.0384048104053
"5458",NA
"5459",1.4142135623731
"5460",4.58257569495584
"5461",NA
"5462",NA
"5463",0
"5464",NA
"5465",NA
"5466",NA
"5467",NA
"5468",2.82842712474619
"5469",NA
"5470",7.41619848709566
"5471",1.73205080756888
"5472",NA
"5473",NA
"5474",5.19615242270663
"5475",0
"5476",2.23606797749979
"5477",NA
"5478",2.64575131106459
"5479",5.74456264653803
"5480",1
"5481",NA
"5482",NA
"5483",7.74596669241483
"5484",NA
"5485",3.60555127546399
"5486",NA
"5487",3.16227766016838
"5488",NA
"5489",NA
"5490",NA
"5491",NA
"5492",5.3851648071345
"5493",3
"5494",7.28010988928052
"5495",NA
"5496",4.69041575982343
"5497",3.60555127546399
"5498",NA
"5499",5.74456264653803
"5500",NA
"5501",NA
"5502",NA
"5503",13.5646599662505
"5504",NA
"5505",NA
"5506",NA
"5507",NA
"5508",7
"5509",NA
"5510",8.18535277187245
"5511",2.44948974278318
"5512",NA
"5513",2
"5514",2.82842712474619
"5515",9.59166304662544
"5516",10.9544511501033
"5517",NA
"5518",18.7082869338697
"5519",NA
"5520",NA
"5521",NA
"5522",NA
"5523",NA
"5524",NA
"5525",5.19615242270663
"5526",NA
"5527",NA
"5528",NA
"5529",2
"5530",NA
"5531",NA
"5532",NA
"5533",1.4142135623731
"5534",NA
"5535",NA
"5536",NA
"5537",0
"5538",NA
"5539",1.73205080756888
"5540",1
"5541",NA
"5542",NA
"5543",NA
"5544",NA
"5545",NA
"5546",10.816653826392
"5547",NA
"5548",14.7309198626562
"5549",2.64575131106459
"5550",6.16441400296898
"5551",NA
"5552",NA
"5553",7.68114574786861
"5554",10.0995049383621
"5555",NA
"5556",NA
"5557",13.228756555323
"5558",0
"5559",3.87298334620742
"5560",NA
"5561",NA
"5562",NA
"5563",NA
"5564",9.74679434480896
"5565",3.3166247903554
"5566",NA
"5567",2.44948974278318
"5568",5.3851648071345
"5569",NA
"5570",11.7898261225516
"5571",NA
"5572",NA
"5573",NA
"5574",6.16441400296898
"5575",NA
"5576",NA
"5577",NA
"5578",3.74165738677394
"5579",5.09901951359278
"5580",NA
"5581",3.16227766016838
"5582",NA
"5583",NA
"5584",3.46410161513775
"5585",2.64575131106459
"5586",NA
"5587",NA
"5588",NA
"5589",NA
"5590",2.23606797749979
"5591",NA
"5592",NA
"5593",NA
"5594",NA
"5595",NA
"5596",NA
"5597",NA
"5598",NA
"5599",NA
"5600",NA
"5601",NA
"5602",NA
"5603",4.24264068711928
"5604",NA
"5605",NA
"5606",0
"5607",13.6747943311773
"5608",NA
"5609",NA
"5610",0
"5611",NA
"5612",1
"5613",NA
"5614",NA
"5615",2
"5616",NA
"5617",NA
"5618",NA
"5619",NA
"5620",14.0712472794703
"5621",6.40312423743285
"5622",NA
"5623",NA
"5624",4
"5625",2.64575131106459
"5626",NA
"5627",NA
"5628",NA
"5629",NA
"5630",NA
"5631",10
"5632",NA
"5633",NA
"5634",NA
"5635",NA
"5636",NA
"5637",4
"5638",NA
"5639",3.74165738677394
"5640",5.47722557505166
"5641",10.4403065089106
"5642",8.30662386291807
"5643",NA
"5644",11.9582607431014
"5645",NA
"5646",NA
"5647",NA
"5648",NA
"5649",2.44948974278318
"5650",5.19615242270663
"5651",NA
"5652",2.44948974278318
"5653",NA
"5654",7.48331477354788
"5655",7.14142842854285
"5656",NA
"5657",2.64575131106459
"5658",1
"5659",NA
"5660",NA
"5661",3
"5662",2.23606797749979
"5663",3.3166247903554
"5664",NA
"5665",NA
"5666",NA
"5667",16.9115345252878
"5668",10.1488915650922
"5669",9.4339811320566
"5670",NA
"5671",NA
"5672",NA
"5673",NA
"5674",2.44948974278318
"5675",NA
"5676",9.74679434480896
"5677",NA
"5678",6.85565460040104
"5679",NA
"5680",1.73205080756888
"5681",0
"5682",7.68114574786861
"5683",NA
"5684",5.74456264653803
"5685",4.47213595499958
"5686",2.44948974278318
"5687",NA
"5688",7.54983443527075
"5689",2.44948974278318
"5690",5
"5691",NA
"5692",5.19615242270663
"5693",1
"5694",NA
"5695",NA
"5696",1.73205080756888
"5697",5.74456264653803
"5698",5.8309518948453
"5699",13.0384048104053
"5700",3.74165738677394
"5701",4.12310562561766
"5702",NA
"5703",NA
"5704",0
"5705",NA
"5706",2
"5707",NA
"5708",NA
"5709",NA
"5710",NA
"5711",2.64575131106459
"5712",1.4142135623731
"5713",3.46410161513775
"5714",0
"5715",NA
"5716",NA
"5717",NA
"5718",NA
"5719",NA
"5720",1.73205080756888
"5721",4.35889894354067
"5722",2.82842712474619
"5723",NA
"5724",NA
"5725",NA
"5726",8.24621125123532
"5727",2.44948974278318
"5728",2.64575131106459
"5729",4.47213595499958
"5730",8.30662386291807
"5731",NA
"5732",3.3166247903554
"5733",NA
"5734",7.61577310586391
"5735",NA
"5736",4.47213595499958
"5737",13.5277492584687
"5738",2.23606797749979
"5739",9.2736184954957
"5740",3.60555127546399
"5741",2.44948974278318
"5742",NA
"5743",NA
"5744",NA
"5745",2.44948974278318
"5746",1
"5747",NA
"5748",7.93725393319377
"5749",9.32737905308882
"5750",NA
"5751",NA
"5752",6.557438524302
"5753",NA
"5754",2.82842712474619
"5755",NA
"5756",1.73205080756888
"5757",NA
"5758",NA
"5759",3.74165738677394
"5760",NA
"5761",NA
"5762",NA
"5763",1.73205080756888
"5764",NA
"5765",NA
"5766",NA
"5767",0
"5768",NA
"5769",NA
"5770",1.4142135623731
"5771",7.61577310586391
"5772",NA
"5773",NA
"5774",NA
"5775",NA
"5776",6
"5777",NA
"5778",NA
"5779",10.2469507659596
"5780",NA
"5781",NA
"5782",2.23606797749979
"5783",3.3166247903554
"5784",3
"5785",NA
"5786",NA
"5787",12.5698050899765
"5788",7.93725393319377
"5789",6.16441400296898
"5790",NA
"5791",9.1104335791443
"5792",NA
"5793",NA
"5794",2.64575131106459
"5795",5.8309518948453
"5796",4.24264068711928
"5797",1
"5798",3.60555127546399
"5799",NA
"5800",13.9642400437689
"5801",NA
"5802",4.35889894354067
"5803",2.64575131106459
"5804",NA
"5805",NA
"5806",7.07106781186548
"5807",NA
"5808",NA
"5809",6.48074069840786
"5810",NA
"5811",NA
"5812",NA
"5813",NA
"5814",NA
"5815",2.82842712474619
"5816",NA
"5817",NA
"5818",NA
"5819",NA
"5820",NA
"5821",NA
"5822",NA
"5823",3.3166247903554
"5824",2
"5825",NA
"5826",NA
"5827",16.8226038412607
"5828",NA
"5829",NA
"5830",NA
"5831",1.73205080756888
"5832",NA
"5833",NA
"5834",NA
"5835",6.6332495807108
"5836",NA
"5837",NA
"5838",NA
"5839",2.23606797749979
"5840",NA
"5841",26.5518360947035
"5842",9.4339811320566
"5843",NA
"5844",NA
"5845",NA
"5846",NA
"5847",NA
"5848",NA
"5849",NA
"5850",NA
"5851",4.35889894354067
"5852",NA
"5853",9.53939201416946
"5854",9.1104335791443
"5855",NA
"5856",NA
"5857",9.53939201416946
"5858",8.42614977317636
"5859",0
"5860",5.19615242270663
"5861",NA
"5862",5.65685424949238
"5863",NA
"5864",3
"5865",NA
"5866",NA
"5867",10.8627804912002
"5868",16.431676725155
"5869",3.3166247903554
"5870",5.09901951359278
"5871",NA
"5872",NA
"5873",NA
"5874",NA
"5875",11.8743420870379
"5876",NA
"5877",NA
"5878",8
"5879",NA
"5880",15.1657508881031
"5881",2
"5882",NA
"5883",2.23606797749979
"5884",NA
"5885",2.44948974278318
"5886",NA
"5887",12.0415945787923
"5888",NA
"5889",6.08276253029822
"5890",NA
"5891",NA
"5892",NA
"5893",NA
"5894",NA
"5895",NA
"5896",NA
"5897",NA
"5898",8.36660026534076
"5899",3.74165738677394
"5900",NA
"5901",NA
"5902",NA
"5903",NA
"5904",2.23606797749979
"5905",NA
"5906",9.69535971483266
"5907",NA
"5908",NA
"5909",NA
"5910",3.16227766016838
"5911",10.770329614269
"5912",NA
"5913",NA
"5914",7.21110255092798
"5915",1
"5916",NA
"5917",NA
"5918",NA
"5919",3.87298334620742
"5920",11.4891252930761
"5921",4.89897948556636
"5922",2.64575131106459
"5923",NA
"5924",NA
"5925",NA
"5926",NA
"5927",12.0830459735946
"5928",2
"5929",NA
"5930",5.3851648071345
"5931",4.58257569495584
"5932",1.73205080756888
"5933",NA
"5934",1
"5935",NA
"5936",NA
"5937",NA
"5938",4.12310562561766
"5939",2.23606797749979
"5940",NA
"5941",5.91607978309962
"5942",NA
"5943",4.79583152331272
"5944",4.47213595499958
"5945",NA
"5946",11.0905365064094
"5947",4.24264068711928
"5948",NA
"5949",4.58257569495584
"5950",14.247806848775
"5951",6.557438524302
"5952",13.5646599662505
"5953",3.60555127546399
"5954",9.8488578017961
"5955",6.40312423743285
"5956",NA
"5957",NA
"5958",NA
"5959",NA
"5960",NA
"5961",NA
"5962",NA
"5963",NA
"5964",NA
"5965",1
"5966",NA
"5967",12.0830459735946
"5968",17.3781471969828
"5969",1
"5970",6.16441400296898
"5971",NA
"5972",NA
"5973",NA
"5974",NA
"5975",3.16227766016838
"5976",1.73205080756888
"5977",NA
"5978",3.74165738677394
"5979",NA
"5980",NA
"5981",NA
"5982",NA
"5983",0
"5984",NA
"5985",NA
"5986",NA
"5987",1.4142135623731
"5988",NA
"5989",NA
"5990",NA
"5991",18
"5992",NA
"5993",3.74165738677394
"5994",4.24264068711928
"5995",5.3851648071345
"5996",NA
"5997",NA
"5998",1
"5999",5.74456264653803
"6000",5.19615242270663
"6001",1.73205080756888
"6002",NA
"6003",1.73205080756888
"6004",13.0384048104053
"6005",NA
"6006",NA
"6007",3.3166247903554
"6008",NA
"6009",NA
"6010",4.47213595499958
"6011",NA
"6012",14.7648230602334
"6013",4.35889894354067
"6014",2.44948974278318
"6015",NA
"6016",NA
"6017",6.557438524302
"6018",2.64575131106459
"6019",NA
"6020",4.35889894354067
"6021",2
"6022",2.44948974278318
"6023",7.68114574786861
"6024",NA
"6025",NA
"6026",11.4455231422596
"6027",8.48528137423857
"6028",NA
"6029",5.19615242270663
"6030",NA
"6031",3.60555127546399
"6032",4.89897948556636
"6033",NA
"6034",6.70820393249937
"6035",10.3440804327886
"6036",2.44948974278318
"6037",4
"6038",6.48074069840786
"6039",NA
"6040",NA
"6041",5.47722557505166
"6042",NA
"6043",2.23606797749979
"6044",NA
"6045",NA
"6046",NA
"6047",NA
"6048",NA
"6049",NA
"6050",NA
"6051",NA
"6052",NA
"6053",3.3166247903554
"6054",NA
"6055",NA
"6056",NA
"6057",NA
"6058",NA
"6059",NA
"6060",3.3166247903554
"6061",2.44948974278318
"6062",NA
"6063",NA
"6064",NA
"6065",1.4142135623731
"6066",NA
"6067",NA
"6068",NA
"6069",NA
"6070",NA
"6071",4.47213595499958
"6072",7.41619848709566
"6073",NA
"6074",4.47213595499958
"6075",10.0995049383621
"6076",1.73205080756888
"6077",NA
"6078",0
"6079",NA
"6080",NA
"6081",7.48331477354788
"6082",3.16227766016838
"6083",NA
"6084",NA
"6085",NA
"6086",NA
"6087",5.09901951359278
"6088",3.74165738677394
"6089",NA
"6090",2
"6091",NA
"6092",NA
"6093",3.60555127546399
"6094",NA
"6095",3.87298334620742
"6096",4.12310562561766
"6097",1
"6098",0
"6099",5.47722557505166
"6100",NA
"6101",3.3166247903554
"6102",1.73205080756888
"6103",1.4142135623731
"6104",11.4017542509914
"6105",NA
"6106",NA
